HOTA,DetA,AssA,DetRe,DetPr,AssRe,AssPr,LocA,OWTA,HOTA(0),LocA(0),HOTALocA(0),MOTA,MOTP,MODA,CLR_Re,CLR_Pr,MTR,PTR,MLR,CLR_TP,CLR_FN,CLR_FP,IDSW,MT,PT,ML,Frag,sMOTA,IDF1,IDR,IDP,IDTP,IDFN,IDFP,Dets,GT_Dets,IDs,GT_IDs,threshold_confidence,min_hits,max_age,iou_cosine_threshold,cost_matrix_threshold
23.238,31.382,17.735,35.204,64.271,28.909,25.601,78.733,24.754,31.351,69.112,21.667,29.277,76.147,31.375,43.075,78.64,13.366,51.98,34.653,34019.0,44958.0,9240.0,1657.0,27.0,105.0,70.0,2321.0,19.002,23.653,18.304,33.417,14456.0,64521.0,28803.0,43259.0,78977.0,85.0,202.0,0.7,4,1,0.55,1.0
